,sentence,sentiment_polarity,sentiment_subjectivity
2602,"b""@SteveWYwg @dockaurG There may be good reasons for children to be immunized against covid and it's probably safe bu\xe2\x80\xa6 https://t.co/ZqzCscP8Co""",0.6,0.55
2603,corona really changed the world..like will we ever be the same again',0.1,0.1625
2604,RT @jpcrin: No no tengo covid estoy tosiendo porque me ahogu\xc3\xa9 con mi propia baba',0.0,0.0
2605,RT @Niyaamat: In this corona pandemic,0.0,0.0
2606,RT @LRTendencias: #VIDEO | Win Metawin y sus fans recaudar\xc3\xa1n fondos para comprar equipos m\xc3\xa9dicos\n#\xe0\xb9\x80\xe0\xb8\xa1\xe0\xb8\x98\xe0\xb8\xa7\xe0\xb8\xb4\xe0\xb8\x99\xe0\xb9\x82\xe0\xb8\xad\xe0\xb8\xa0\xe0\xb8\xb2\xe0\xb8\xaa\xe0\xb9\x80\xe0\xb8\xad\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\xa2\xe0\xb8\xa1\xe0\xb8\x82\xe0\xb8\x88\xe0\xb8\xa3 #\xe0\xb8\xa7\xe0\xb8\xb4\xe0\xb8\x99 #BrightWin @win\xe2\x80\xa6',0.8,0.4
2607,@OfficialNcoc First Does of covid vaccine not available in Karachi please do the needful',0.024999999999999994,0.3666666666666667
2608,La COVID-19 se transmite por el aire. Pero fue hasta hace poco que las instituciones m\xc3\xa1s importantes lo reconociero\xe2\x80\xa6 https://t.co/HnN7nfHQVg',0.0,0.0
2609,RT @slightwright: Can we get one more stimulus before the government completely pretends Covid is over? https://t.co/NF37vFMvHv',0.3,0.45
2610,RT @Breaking911: NEW: About 40-50% of CDC,0.13636363636363635,0.45454545454545453
2611,CDMX aplic\xc3\xb3 Ivermectina para disminuir hospitalizaciones por\xc2\xa0COVID https://t.co/XPpZVPFOjE',0.0,0.0
2612,"b""RT @GeoRebekah: Definitely don't RT Florida's current Covid failure stats below",-0.10555555555555557,0.39999999999999997
2613,RT @Insan_vicky3: #SaluteToCoronaWarriors \xe0\xa4\x9c\xe0\xa5\x8b \xe0\xa4\xb9\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb7\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x9c\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\xa1\xe0\xa5\x89\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\x82,0.0,0.0
2614,RT @joe_black317: #\xe0\xb9\x82\xe0\xb8\xa1\xe0\xb9\x80\xe0\xb8\x94\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb8\x99\xe0\xb9\x88\xe0\xb8\xb2 \xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb9\x80\xe0\xb8\x94\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x99\xe0\xb8\x95\xe0\xb8\x84.\xe0\xb8\x99\xe0\xb8\xb0\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb8\x9a  https://t.co/D5iHQOmU5r',0.0,0.0
2615,@luvsadrinette @btdheart N\xc3\xb3s n\xc3\xa3o podemos esquecer tamb\xc3\xa9m dos ic\xc3\xb4nicos COVID-BUG e COVID-NOIR lutando contra a COVID\xe2\x80\xa6 https://t.co/xOjk2EXCSr',0.0,0.0
2616,RT @sakshijoshii: BJP has lost the plot \nAlso their defeat in Bengal hasn\xe2\x80\x99t been digested by them even now \nEverything they r doing is only\xe2\x80\xa6',0.0,0.0
2617,RT @RituRathaur: Jihadi mob assaulted &amp; intimidated police men for asking them to follow Covid Protocols \n\nState: Karnatak https://t.co/0vn\xe2\x80\xa6',0.0,0.0
2618,RT @paulita_pro: #TeRobasteLasVacunas\n601 muertos por covid r\xc3\xa9cord en Argentina ,0.0,0.0
2619,RT @BreesAnna: BREAKING NEWS - NHS consultant of 30 years,0.0,0.0
2620,"b""Can't let you not be afraid after all""",-0.6,0.9
2621,"RT @MarkChangizi: \xf0\x9f\x9a\xa8""Criminal charges have been filed against Martin Ackermann",-0.4,0.55
2622,RT @universalsoftw2: \xe3\x80\x8c\xe3\x81\xaa\xe3\x81\x9c\xe3\x80\x81\xe5\xae\x9f\xe9\xa8\x93\xe7\x94\xa8\xe3\x83\xaf\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xb3\xe4\xbb\xa5\xe5\xa4\x96\xe3\x81\xaeCOVID\xe6\xb2\xbb\xe7\x99\x82\xe6\xb3\x95\xe3\x81\xab\xe3\x81\xa4\xe3\x81\x84\xe3\x81\xa6\xe8\xaa\xb0\xe3\x82\x82\xe8\xad\xb0\xe8\xab\x96\xe3\x81\x97\xe3\x81\xaa\xe3\x81\x84\xe3\x81\xae\xe3\x81\x8b\xef\xbc\x9f\xe3\x80\x8d\xe3\x82\xbf\xe3\x83\x83\xe3\x82\xab\xe3\x83\xbc\xe3\x83\xbb\xe3\x82\xab\xe3\x83\xbc\xe3\x83\xab\xe3\x82\xbd\xe3\x83\xb3\xe3\x81\x8c\xe8\xa1\x8c\xe3\x81\xa3\xe3\x81\x9f\xe3\x83\x94\xe3\x83\xbc\xe3\x82\xbf\xe3\x83\xbc\xe3\x83\xbb\xe3\x83\x9e\xe3\x82\xab\xe3\x83\xad\xe3\x82\xa6\xe5\x8d\x9a\xe5\xa3\xab\xe3\x81\xb8\xe3\x81\xae45\xe5\x88\x86\xe9\x96\x93\xe3\x81\xae\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\x93\xe3\x83\xa5\xe3\x83\xbc\xef\xbc\x9b\xe3\x82\xa2\xe3\x83\xa1\xe3\x83\xaa\xe3\x82\xab\xe4\xba\xba\xe3\x81\x8c\xe5\x88\x9d\xe3\x82\x81\xe3\x81\xa6\xe7\x8f\xbe\xe5\xae\x9f\xe3\x82\x92\xe7\x9f\xa5\xe3\x82\x8b\n\xe3\x80\x802020\xe5\xb9\xb4\xe3\x81\xae\xe5\x88\x9d\xe3\x82\x81\xe3\x81\xabCOVID\xe3\x83\x97\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x87\xe3\x83\x9f\xe3\x83\x83\xe3\x82\xaf\xe3\x81\x8c\xe5\xa7\x8b\xe3\x81\xbe\xe3\x81\xa3\xe3\x81\xa6\xe4\xbb\xa5\xe2\x80\xa6',0.0,0.0
2623,"b""RT @Tractor2twitr: Do u know whr is Modi ji so busy after Bengal elections that he didn't even get time to administer Corona situation or r\xe2\x80\xa6""",0.1,0.3
2624,Result of 18 hr works.... \n\xe2\x88\x9aDestroyed the economy with Demonetisation.\n\xe2\x88\x9aUnplanned rollout of GST.\n\xe2\x88\x9aUnplanned Lockdo\xe2\x80\xa6 https://t.co/ZuZ2vSXEur',0.0,0.0
2625,@maxbrooksauthor @llb723 @MelBrooks Sorry Max but your father has gone full blown Marxist. For him to say Trump did\xe2\x80\xa6 https://t.co/BpNl6xzyNS',-0.07500000000000001,0.775
2626,"b""RT @sumaniarora02: With the inspiration of @derasachasauda's chief St. @Gurmeetramrahim Ji",0.0,0.0
2627,RT @MichaelPSenger: Breaking: Criminal charges filed against Swiss Corona Task Force,-0.4,0.55
2628,RT @heldersalomao: ATEN\xc3\x87\xc3\x83O! Governo Bolsonaro vai incinerar 2,0.0,0.0
2629,RT @BareReality: \xe2\x80\x9cUse of fear to control behaviour in Covid pandemic was \xe2\x80\x98totalitarian\xe2\x80\x99,0.0,0.0
2630,RT @papoaminCD: La alcaldesa @ClaudiaLopez no puede salir ahora a hacerse la m\xc3\xa1rtir y decir que advierte,0.0,0.0
2631,RT @leehsienloong: The Multi-Ministry Task Force has announced further restrictions to reduce the spread of COVID-19. The measures start th\xe2\x80\xa6',0.0,0.5
2632,RT @baconsauerkraut: @realreporter Indian variant forces UK to shorten 2nd dose interval to 8 weeks for 50+ age adults\xf0\x9f\xa4\x94\xf0\x9f\xa4\xaf\nWhat will @adriand\xe2\x80\xa6',0.0,0.0
2633,RT @TomiLahren: So\xe2\x80\xa6 Explain this to me\xe2\x80\xa6 vaccinated and masked people are still getting COVID. I do NOT wear a mask and have NOT been vaccin\xe2\x80\xa6',0.0,0.0
2634,RT @marcelopuella: Impresionante!!!\nCompartan este twitter del @DrDanielGollan puede que as\xc3\xad algunos invencibles que no hayan tomado concie\xe2\x80\xa6',0.0,0.0
2635,Waspada Lonjakan Covid-19 Pasca Lebaran,0.0,0.0
2636,RT @TuckWatch: In just over a minute,0.0,0.0
2637,RT @steve_hanke: As India hits new daily death toll records,0.06818181818181818,0.22727272727272727
2638,RT @no_tontos: @Lauragcerdeno @aperezvico no,0.0,0.0
2639,RT @redrun_: Raya covid SOP loophole:\nTak boleh ziarah rumah kawan &amp; family,0.0,0.0
2640,"RT @RCachanosky: \xc2\xbfPor qu\xc3\xa9 no probas con la gotica milagrosa de Maduro contra el covid en vez de las vacunas del ""perverso"" capitalismo?'",0.0,0.0
2641,RT @nofrills: https://t.co/7e0fS94M0Y \xe3\x82\xa4\xe3\x82\xb9\xe3\x83\xa9\xe3\x82\xa8\xe3\x83\xab\xe3\x81\x8c\xe3\x80\x8c\xe3\x81\xa9\xe3\x81\x86\xe3\x81\xa0\xe3\x80\x81\xe6\x88\x91\xe3\x80\x85\xe3\x81\xae\xe3\x83\xaf\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xb3\xe6\x8e\xa5\xe7\xa8\xae\xe3\x81\xaf\xe3\x81\x99\xe3\x81\x94\xe3\x81\x84\xe3\x81\xa0\xe3\x82\x8d\xe3\x81\x86\xe3\x80\x8d\xe3\x81\xa8\xe3\x83\x89\xe3\x83\xa4\xe9\xa1\x94\xe3\x82\x92\xe3\x81\x97\xe3\x80\x81\xe4\xb8\x96\xe7\x95\x8c\xe4\xb8\xad\xe3\x81\xae\xe7\xa7\x91\xe5\xad\xa6\xe8\x80\x85\xe3\x81\x8c\xe3\x81\x9d\xe3\x81\x93\xe3\x81\xa7\xe5\xbe\x97\xe3\x82\x89\xe3\x82\x8c\xe3\x81\x9f\xe3\x83\x87\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\xab\xe7\xbe\xa4\xe3\x81\x8c\xe3\x82\x8b\xe6\xa8\xaa\xe3\x81\xa7\xe3\x80\x81\xe3\x81\x9a\xe3\x81\xa3\xe3\x81\xa8\xe7\x84\xa1\xe8\xa6\x96\xe3\x81\x95\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\x8d\xe3\x81\x9f\xe8\xa2\xab\xe5\x8d\xa0\xe9\xa0\x98\xe5\x9c\xb0\xe3\x81\xae\xe4\xba\xba\xe3\x80\x85\xe3\x81\xae\xe3\x81\x86\xe3\x81\x88\xe3\x81\xab\xe3\x80\x81\xe4\xbb\x8a\xe5\xba\xa6\xe3\x81\xaf\xe3\x82\xa4\xe3\x82\xb9\xe3\x83\xa9\xe3\x82\xa8\xe3\x83\xab\xe3\x81\xae\xe6\xad\xa6\xe5\x8a\x9b\xe3\x81\x8c\xe8\xa1\x8c\xe4\xbd\xbf\xe3\x81\x95\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe2\x80\xa6',0.0,0.0
2642,RT @AJAYAWASTHI108: Good Morning \xe2\x98\x80\xef\xb8\x8f\nCongratulation @neeratanden ! \nFor an opportunity in White House .\n#neeratanden @sabrinasingh24 @Twitte\xe2\x80\xa6',0.4375,0.30000000000000004
2643,RT @ANI: US | New York City  will send more than 4 million COVID-19 test kits,0.3181818181818182,0.4772727272727273
2644,@StLouisBlues @Enterprise_Cntr Open it up to max capacity. Covid is OVER.',0.0,0.5
2645,RT @Gurvind23244117: SALUTE TO CORONA WARRIORS- DOCTORS,0.0,0.0
2646,RT @iam_chocom: \xe0\xb8\x81\xe0\xb9\x87\xe0\xb8\x84\xe0\xb8\xb7\xe0\xb8\xad #\xe0\xb9\x80\xe0\xb8\xa3\xe0\xb8\xb7\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb9\x80\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89 \xe0\xb8\xad\xe0\xb8\xad\xe0\xb8\x81\xe0\xb8\x82\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb9\x80\xe0\xb8\xa3\xe0\xb8\xb5\xe0\xb8\xa2\xe0\xb8\x9a\xe0\xb8\xa3\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\x95\xe0\xb9\x89\xe0\xb8\xb0 https://t.co/1jWhtq6Nk,0.0,0.0
2647,@ClaudiaLopez Fuerza leona,0.0,0.0
2648,RT @bongkersz: You know the situation is real bad when he keeps posting photos like this. Really really bad.',-0.8499999999999999,0.8333333333333333
2649,https://t.co/CYGY00DyK4 #lordss',0.0,0.0
2650,RT @DmytroKuleba: \xd0\x92\xd0\xb4\xd1\x8f\xd1\x87\xd0\xbd\xd0\xb8\xd0\xb9 \xd0\xba\xd0\xbe\xd0\xbb\xd0\xb5\xd0\xb7\xd1\x96 \xd1\x82\xd0\xb0 \xd0\xb4\xd1\x80\xd1\x83\xd0\xb3\xd1\x83 \xd0\x93\xd0\xb0\xd0\xb1\xd1\x80\xd1\x96\xd0\xb5\xd0\xbb\xd1\x8e\xd1\x81\xd1\x83 \xd0\x9b\xd0\xb0\xd0\xbd\xd0\xb4\xd1\x81\xd0\xb1\xd0\xb5\xd1\x80\xd0\xb3\xd1\x96\xd1\x81\xd1\x83 \xd0\xb7\xd0\xb0 \xd0\xb9\xd0\xbe\xd0\xb3\xd0\xbe \xd0\xbe\xd1\x81\xd0\xbe\xd0\xb1\xd0\xb8\xd1\x81\xd1\x82\xd1\x96 \xd0\xb7\xd1\x83\xd1\x81\xd0\xb8\xd0\xbb\xd0\xbb\xd1\x8f \xd0\xb7\xd0\xb0\xd0\xb4\xd0\xbb\xd1\x8f \xd0\xb2\xd0\xb8\xd0\xb4\xd1\x96\xd0\xbb\xd0\xb5\xd0\xbd\xd0\xbd\xd1\x8f 100 \xd1\x82\xd0\xb8\xd1\x81\xd1\x8f\xd1\x87 \xd0\xb2\xd0\xb0\xd0\xba\xd1\x86\xd0\xb8\xd0\xbd \xd0\xb4\xd0\xbb\xd1\x8f \xd0\xa3\xd0\xba\xd1\x80\xd0\xb0\xd1\x97\xd0\xbd\xd0\xb8. \xd0\x9c\xd0\xb8\xe2\x80\xa6',0.0,0.0
2651,RT @retinamexico: Hoy le quit\xc3\xa9 puntos a dos beb\xc3\xa9s que oper\xc3\xa9 de desprendimiento de retina por prematurez. Ambos son hu\xc3\xa9rfanos por COVID y am\xe2\x80\xa6',0.0,0.0
2652,RT @molumbe: Non va vaccinato chi ha avuto il covid,0.0,0.0
2653,RT @Drguedez_86: Quiero informar muy responsablemente q hoy me hice una PDR y sali\xc3\xb3 IGg positiva,0.0,0.0
2654,RT @HumanityWarior7: The Sacrifice that Corona Warriors are making for the Safety and #Welfare of #Humanity is priceless and deserves lifel\xe2\x80\xa6',1.0,1.0
2655,RT @Dantinhas: S\xc3\xb3 os cidad\xc3\xa3os de bem! Eita farra boa! Covid-se!',0.0,0.0
2656,RT @reportersalles: J\xc3\xa1 imaginaram que maravilha seria se essa tal CPI da Covid-19 tivesse o real objetivo de ajudar a popula\xc3\xa7\xc3\xa3o atrav\xc3\xa9s da\xe2\x80\xa6',0.2,0.30000000000000004
2657,The government should give serious considerations to the relevant issues concerning pregnant women in National Covi\xe2\x80\xa6 https://t.co/k9uY0BYC7s',0.13333333333333333,0.6888888888888888
2658,RT @OPSEU2100: We have been saying from the get go schools are not safe! \nWhat will it take to shit them all down? \nEnough is enough! #unsa\xe2\x80\xa6',-0.16701388888888888,0.5222222222222223
2659,RT @Claudiashein: Buenas tardes,0.0,0.0
2660,Se registraron 37 fallecimientos y 2.981 nuevos casos https://t.co/I0i1L6GbDN',0.0,0.0
2661,RT @Live_Hindustan: \xe0\xa4\x90\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa5\x80\xe0\xa4\xa4\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa4\x82\xe0\xa4\x97? \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\xa7\xe0\xa5\x82\xe0\xa4\xb2 \xe0\xa4\xab\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x95 \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xb5\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x9f\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\x9f\xe0\xa4\xb0,0.0,0.0
2662,@EricTopol Thank you for recognizing prior COVID immunity.',0.0,0.0
2663,"b""RT @ZafarCorporator: @aimim_national President Barrister @asadowaisi sahas #COVID19 Helpline &amp; Oxygen Bank for people affected by COVID-1\xe2\x80\xa6""",0.0,0.0
2664,"RT @Manifest_Utopia: @SpookdBlog ""57% of WA residents age 16 &amp; over have received at least 1 dose of the COVID vaccine",-0.3,0.4
2665,RT @VOSTV: Estos son los resultados de una investigaci\xc3\xb3n sobre los efectos de combinar dos dosis de vacunas fabricadas por distintas farmac\xe2\x80\xa6',0.0,0.0
2666,"RT @vaaaifelipe: voc\xc3\xaas tamb\xc3\xa9m j\xc3\xa1 viraram ""o paranoico"" por se proteger de covid na rodinha de voc\xc3\xaas?'",0.0,0.0
2667,wadu @teuuruss',0.0,0.0
2668,RT @pauloteixeira13: Efeito cloroquina: Governo vai incinerar 2,0.0,0.0
2669,RT @SuVe4Madurai: #Covid \xe0\xae\xae\xe0\xaf\x81\xe0\xae\xa4\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\x85\xe0\xae\xb2\xe0\xaf\x88\xe0\xae\xaf\xe0\xae\xbf\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\xa4\xe0\xae\xbf\xe0\xae\x9f\xe0\xaf\x8d\xe0\xae\x9f\xe0\xae\xae\xe0\xae\xbf\xe0\xae\x9f\xe0\xaf\x8d\xe0\xae\x9f\xe0\xaf\x81 \xe0\xae\x9a\xe0\xaf\x86\xe0\xae\xaf\xe0\xae\xb2\xe0\xae\xbe\xe0\xae\xb1\xe0\xaf\x8d\xe0\xae\xb1\xe0\xae\xbf\xe0\xae\xaf\xe0\xae\xa4\xe0\xae\xbe\xe0\xae\xb2\xe0\xaf\x8d 20000 \xe0\xae\xb2\xe0\xae\xbf\xe0\xae\x9f\xe0\xaf\x8d\xe0\xae\x9f\xe0\xae\xb0\xe0\xaf\x8d \xe0\xae\x95\xe0\xaf\x8a\xe0\xae\xb3\xe0\xaf\x8d\xe0\xae\xb3\xe0\xae\xb3\xe0\xae\xb5\xe0\xaf\x81 \xe0\xae\x95\xe0\xaf\x8a\xe0\xae\xa3\xe0\xaf\x8d\xe0\xae\x9f   \xe0\xae\x86\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x9a\xe0\xae\xbf\xe0\xae\x9c\xe0\xae\xa9\xe0\xaf\x8d \xe0\xae\x95\xe0\xaf\x8a\xe0\xae\xb3\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xb2\xe0\xae\xa9\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xb3\xe0\xaf\x88 \xe0\xae\xae\xe0\xae\xa4\xe0\xaf\x81\xe0\xae\xb0\xe0\xaf\x88 \xe0\xae\x85\xe0\xae\xb0\xe0\xae\x9a\xe0\xaf\x81 \xe0\xae\xb0\xe0\xae\xbe\xe0\xae\x9c\xe0\xae\xbe\xe0\xae\x9c\xe0\xae\xbf \xe0\xae\xae\xe0\xae\xb0\xe0\xaf\x81\xe2\x80\xa6',0.0,0.0
2670,RT @ciclopin: lembram qnd a gente achava q o covid ia sumir dia 1 de janeiro de 2021 kkkkkkkkkkkkkkkkkkkkkkkk aiai',0.0,0.0
2671,RT @chucaraperez: Ustedes eran muy chicx,0.0,0.0
2672,RT @guingonabart: He wants an enumeration? Is that it?',0.2,0.1
2673,RT @jindadilkashmir: TO ASSIST CIVIL AUTHORITIES COVID AWARENESS CAMPAIGN AND DISTRIBUTION OF MED KITS WAS DONE BY #IndianArmy AT #BUNAR #K\xe2\x80\xa6',0.0,0.0
2674,I\xe2\x80\x99ve been working hard behind the scenes to organize a benefit concert series (streaming live,-0.1851010101010101,0.5805555555555556
2675,RT @imVickyMansa: The volunteers of @derasachasauda are serving the corona worriers during tough times by distributing the immunity boost t\xe2\x80\xa6',-0.3888888888888889,0.8333333333333334
2676,RT @IndianExpress: #ExpressFrontPage | These bodies,0.0,0.0
2677,RT @chocolat_psyder: \xe3\x80\x90\xe6\x82\xb2\xe5\xa0\xb1\xe3\x80\x91\n\xe6\x9d\xb1\xe4\xba\xac\xe4\xba\x94\xe8\xbc\xaa\xe3\x81\x95\xe3\x82\x93\xe3\x80\x81\xe3\x83\x9c\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x86\xe3\x82\xa3\xe3\x82\xa2\xe5\x90\x91\xe3\x81\x91\xe3\x81\xab\xe5\xae\x9a\xe6\x9c\x9f\xe6\xa4\x9c\xe6\x9f\xbb\xe3\x82\x84\xe3\x83\xaf\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xb3\xe6\x8e\xa5\xe7\xa8\xae\xe3\x81\x97\xe3\x81\xaa\xe3\x81\x84\xe3\x81\x93\xe3\x81\xa8\xe3\x81\x8c\xe5\x86\x85\xe9\x83\xa8\xe8\xb3\x87\xe6\x96\x99\xe3\x81\xab\xe3\x82\x88\xe3\x82\x8a\xe7\x99\xba\xe8\xa6\x9a\xe3\x81\x97\xe3\x81\xa6\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x86',0.0,0.0
2678,RT @nprpolitics: Researchers have found that 12 people are responsible for the bulk of the misleading claims and outright lies about COVID-\xe2\x80\xa6',0.2,0.55
2679,RT @katewand: There seems to be evidence of this happening in Ontario,0.0,0.0
2680,El corona viendo el desmadre y pensando si salir o no https://t.co/5hJlxbrq3T',0.0,0.0
2681,RT @dnetta: Will crime branch dare take govt to task where people have died for lack of oxygen,0.0,0.0
2682,RT @VBInsan1: On 29th April 2021,0.0,0.0
2683,"b""Walmart barely followed CDC when deaths were at their highest so not shocked they want to get rid of masks.\nWhat's\xe2\x80\xa6 https://t.co/5nWTF9sIy4""",0.19999999999999998,0.45
2684,RT @tomooda: COVID-19\xe3\x81\xa7\xe3\x81\xaf\xe7\xa7\x91\xe5\xad\xa6\xe3\x83\xaa\xe3\x83\x86\xe3\x83\xa9\xe3\x82\xb7\xe3\x83\xbc\xe3\x81\xae\xe9\x87\x8d\xe8\xa6\x81\xe6\x80\xa7\xe3\x81\x8c\xe6\xb5\xae\xe3\x81\x8b\xe3\x81\xb3\xe4\xb8\x8a\xe3\x81\x8c\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xa8\xe6\x80\x9d\xe3\x81\x86\xe3\x80\x82\xe3\x81\x9d\xe3\x82\x8c\xe3\x81\xaf\xe3\x80\x81\xe6\x95\xb0\xe5\xad\x97\xe3\x81\xa0\xe3\x81\x91\xe8\xa6\x8b\xe3\x81\xa6\xe6\xaf\x94\xe8\xbc\x83\xe3\x81\x99\xe3\x82\x8b\xe3\x81\x93\xe3\x81\xa8\xe3\x81\xae\xe5\x8d\xb1\xe9\x99\xba\xe6\x80\xa7\xe3\x80\x82\xe3\x81\xa9\xe3\x81\xae\xe3\x82\x88\xe3\x81\x86\xe3\x81\xaa\xe5\x88\xb6\xe7\xb4\x84\xe3\x81\xae\xe4\xb8\x8b\xe3\x81\xa7\xe3\x80\x81\xe3\x81\xa9\xe3\x81\xae\xe3\x82\x88\xe3\x81\x86\xe3\x81\xaa\xe6\x89\x8b\xe9\xa0\x86\xe3\x81\xa7\xe5\x8f\x8e\xe9\x9b\x86\xe3\x81\x95\xe3\x82\x8c\xe9\x9b\x86\xe8\xa8\x88\xe3\x81\x95\xe3\x82\x8c\xe3\x81\x9f\xe6\x95\xb0\xe5\xad\x97\xe3\x81\xaa\xe3\x81\xae\xe3\x81\x8b\xe3\x80\x81\xe3\x81\x9d\xe3\x81\xae\xe6\x9c\x89\xe5\x8a\xb9\xe6\x80\xa7\xe3\x81\xae\xe9\x99\x90\xe7\x95\x8c\xe3\x82\x92\xe7\x90\x86\xe8\xa7\xa3\xe3\x81\x99\xe3\x82\x8b\xe3\x81\x93\xe3\x81\xa8\xe3\x81\xaa\xe3\x81\x97\xe3\x81\xab\xe3\x80\x81\xe5\x8d\x98\xe3\x81\xab\xe6\x95\xb0\xe5\x80\xa4\xe3\x81\xae\xe5\xa4\xa7\xe5\xb0\x8f\xe9\x96\xa2\xe4\xbf\x82\xe3\x81\xa7\xe5\xae\x89\xe5\xbf\x83\xe3\x81\x97\xe3\x81\x9f\xe3\x82\x8a\xe4\xb8\x8d\xe5\xae\x89\xe3\x81\xab\xe3\x81\xaa\xe2\x80\xa6',0.0,0.0
2685,GODBlessSouls \n\n\xe2\x80\x9cCoronaVirus\nVaccines\xe2\x80\x9d\n\nhttps://t.co/VU78igaq19\n\nhttps://t.co/YsytxDAWUw\n\nhttps://t.co/chX99Ybz9D\xe2\x80\xa6 https://t.co/T3i6d61JsI',0.0,0.0
